0.000000,-0.002964,-0.005683,-0.009204,-0.004789,-0.000669,-0.003263,-0.000552,-0.006995
0.004000,-0.002953,-0.005672,-0.009223,-0.004796,-0.000664,-0.003253,-0.000542,-0.007042
0.008000,-0.002948,-0.005668,-0.009274,-0.004812,-0.000657,-0.003259,-0.000538,-0.007090
0.012000,-0.002956,-0.005680,-0.009300,-0.004825,-0.000673,-0.003266,-0.000551,-0.007069
0.016000,-0.002966,-0.005682,-0.009214,-0.004797,-0.000683,-0.003264,-0.000555,-0.006981
0.020000,-0.002957,-0.005672,-0.009230,-0.004805,-0.000667,-0.003264,-0.000556,-0.007036
0.024000,-0.002951,-0.005672,-0.009266,-0.004816,-0.000656,-0.003259,-0.000546,-0.007087
0.028000,-0.002959,-0.005675,-0.009295,-0.004826,-0.000666,-0.003267,-0.000550,-0.007097
0.032000,-0.002972,-0.005683,-0.009184,-0.004775,-0.000672,-0.003274,-0.000563,-0.006978
0.036000,-0.002960,-0.005674,-0.009209,-0.004788,-0.000665,-0.003271,-0.000549,-0.007027
0.040000,-0.002956,-0.005669,-0.009256,-0.004807,-0.000662,-0.003262,-0.000546,-0.007064
0.044000,-0.002958,-0.005667,-0.009305,-0.004832,-0.000658,-0.003269,-0.000551,-0.007110
0.048000,-0.002969,-0.005683,-0.009209,-0.004780,-0.000666,-0.003272,-0.000565,-0.006994
0.052000,-0.002965,-0.005677,-0.009206,-0.004775,-0.000669,-0.003266,-0.000558,-0.007021
0.056000,-0.002964,-0.005678,-0.009241,-0.004790,-0.000671,-0.003269,-0.000557,-0.007054
0.060000,-0.002954,-0.005672,-0.009291,-0.004809,-0.000664,-0.003265,-0.000545,-0.007122
0.064000,-0.002968,-0.005683,-0.009223,-0.004793,-0.000669,-0.003265,-0.000550,-0.007007
0.068000,-0.002963,-0.005677,-0.009189,-0.004767,-0.000663,-0.003261,-0.000548,-0.007010
0.072000,-0.002958,-0.005674,-0.009228,-0.004781,-0.000662,-0.003261,-0.000545,-0.007054
0.076000,-0.002953,-0.005668,-0.009276,-0.004798,-0.000655,-0.003267,-0.000536,-0.007111
0.080000,-0.002965,-0.005678,-0.009220,-0.004766,-0.000670,-0.003271,-0.000545,-0.007016
0.084000,-0.002963,-0.005678,-0.009182,-0.004752,-0.000673,-0.003261,-0.000555,-0.007003
0.088000,-0.002961,-0.005682,-0.009238,-0.004795,-0.000680,-0.003258,-0.000544,-0.007057
0.092000,-0.002954,-0.005678,-0.009284,-0.004810,-0.000679,-0.003252,-0.000527,-0.007121
0.096000,-0.002960,-0.005690,-0.009255,-0.004800,-0.000686,-0.003251,-0.000540,-0.007066
0.100000,-0.002959,-0.005691,-0.009174,-0.004757,-0.000692,-0.003237,-0.000542,-0.006991
0.104000,-0.002948,-0.005687,-0.009213,-0.004781,-0.000695,-0.003228,-0.000540,-0.007042
0.108000,-0.002939,-0.005685,-0.009257,-0.004799,-0.000696,-0.003219,-0.000529,-0.007100
0.112000,-0.002948,-0.005689,-0.009268,-0.004799,-0.000703,-0.003222,-0.000533,-0.007075
0.116000,-0.002956,-0.005697,-0.009172,-0.004745,-0.000708,-0.003216,-0.000533,-0.006970
0.120000,-0.002946,-0.005693,-0.009176,-0.004752,-0.000706,-0.003205,-0.000522,-0.007017
0.124000,-0.002938,-0.005690,-0.009229,-0.004779,-0.000709,-0.003194,-0.000511,-0.007069
0.128000,-0.002939,-0.005695,-0.009276,-0.004802,-0.000716,-0.003197,-0.000520,-0.007092
0.132000,-0.002953,-0.005712,-0.009180,-0.004751,-0.000728,-0.003200,-0.000540,-0.006972
0.136000,-0.002942,-0.005707,-0.009190,-0.004752,-0.000724,-0.003193,-0.000506,-0.007025
0.140000,-0.002938,-0.005698,-0.009226,-0.004771,-0.000720,-0.003190,-0.000495,-0.007064
0.144000,-0.002933,-0.005693,-0.009273,-0.004793,-0.000719,-0.003193,-0.000496,-0.007103
0.148000,-0.002949,-0.005710,-0.009186,-0.004756,-0.000730,-0.003198,-0.000518,-0.006988
0.152000,-0.002944,-0.005698,-0.009160,-0.004743,-0.000716,-0.003192,-0.000516,-0.007009
0.156000,-0.002942,-0.005698,-0.009202,-0.004751,-0.000716,-0.003186,-0.000519,-0.007053
0.160000,-0.002932,-0.005696,-0.009266,-0.004779,-0.000722,-0.003186,-0.000505,-0.007118
0.164000,-0.002946,-0.005710,-0.009214,-0.004766,-0.000730,-0.003196,-0.000514,-0.007010
0.168000,-0.002944,-0.005702,-0.009174,-0.004759,-0.000720,-0.003187,-0.000519,-0.006994
0.172000,-0.002937,-0.005698,-0.009207,-0.004769,-0.000718,-0.003185,-0.000512,-0.007036
0.176000,-0.002935,-0.005691,-0.009255,-0.004771,-0.000713,-0.003191,-0.000510,-0.007106
0.180000,-0.002947,-0.005705,-0.009214,-0.004762,-0.000725,-0.003201,-0.000524,-0.007022
0.184000,-0.002946,-0.005704,-0.009153,-0.004748,-0.000716,-0.003200,-0.000513,-0.006972
0.188000,-0.002941,-0.005691,-0.009176,-0.004749,-0.000699,-0.003188,-0.000513,-0.007018
0.192000,-0.002936,-0.005685,-0.009228,-0.004769,-0.000702,-0.003184,-0.000490,-0.007082
0.196000,-0.002945,-0.005696,-0.009230,-0.004777,-0.000718,-0.003197,-0.000498,-0.007036
0.200000,-0.002951,-0.005698,-0.009146,-0.004730,-0.000714,-0.003195,-0.000507,-0.006951
0.204000,-0.002943,-0.005699,-0.009182,-0.004743,-0.000706,-0.003187,-0.000512,-0.007003
0.208000,-0.002934,-0.005693,-0.009225,-0.004763,-0.000706,-0.003187,-0.000503,-0.007059
0.212000,-0.002935,-0.005690,-0.009247,-0.004781,-0.000711,-0.003187,-0.000499,-0.007056
0.216000,-0.002949,-0.005703,-0.009150,-0.004730,-0.000714,-0.003191,-0.000518,-0.006960
0.220000,-0.002940,-0.005694,-0.009153,-0.004734,-0.000706,-0.003187,-0.000510,-0.007006
